3113,Другие основные фонды
31131,"Культивируемые активы, включая растения и животных"
311311,"Продажа культивируемых активов, включая растения и животных"
31131110,Продажа сертифицированных семян
31131120,Продажа растений
31131130,Продажа животных
31131140,Продажа продуктивного скота
31131150,Продажа рабочего скота
31131190,Продажа прочих культивируемых активов
311312,"Приобретение культивируемых активов, включая растения и животных"
31131210,Приобретение сертифицированных семян
31131220,Приобретение растений
31131230,Приобретение животных
31131240,Приобретение продуктивного скота
31131250,Приобретение рабочего скота
31131290,Приобретение прочих культивируемых активов
31132,Нематериальные активы
311321,Продажа нематериальных активов
31132110,Продажа авторских прав и патентов
31132120,Продажа прав на недра 
31132130,Продажа прав на использование частот
31132190,Продажа прочих прав и нематериальных активов
311322,Приобретение нематериальных активов
31132210,Приобретение авторских прав и патентов
31132220,Приобретение прав на недра 
31132230,Приобретение прав на использование частот
31132290,Приобретение прочих прав и нематериальных активов
312,Запасы
3121,Стратегические запасы
31211,Запасы фонда государственного материального резерва
312111,Продажа запасов фонда государственного материального резерва
31211110,Продажа горюче-смазочных материалов
31211120,Продажа зерновых культур
31211190,Продажа прочих запасов фонда государственного материального резерва
312112,Приобретение запасов фонда государственного материального резерва
31211210,Приобретение запасов горюче-смазочных материалов
31211220,Приобретение запасов зерновых культур
31211290,Приобретение прочих запасов фонда государственного материального резерва
3122,Прочие запасы
31221,Сырье и материалы
312211,Продажа сырья и материалов
31221110,Продажа сырья и материалов
312212,Приобретение запасов сырья и материалов
31221210,Приобретение запасов сырья и материалов
31222,Незавершенное производство
312221,Продажа запасов незавершенного производства
31222110,Продажа запасов незавершенного производства
312222,Приобретение запасов незавершенного производства
31222210,Приобретение запасов незавершенного производства
31223,Готовая продукция
312231,Продажа готовой продукции
31223110,Продажа готовой продукции
312232,Приобретение готовой продукции
31223210,Приобретение готовой продукции
31224,Товары для перепродажи
312241,Продажа товаров для перепродажи
31224110,Продажа товаров для перепродажи
312242,Приобретение товаров для перепродажи
31224210,Приобретение товаров для перепродажи
313,Ценности
3131,Драгоценные металлы и камни
31311,Драгоценные металлы и камни
313111,Продажа  драгоценных металлов и камней
31311110,Продажа  драгоценных металлов и камней
313112,Приобретение  драгоценных металлов и камней
31311210,Приобретение драгоценных металлов и камней
3132,Активы культурного наследия
31321,Активы культурного наследия
313211,Продажа активов культурного наследия
31321110,Продажа активов культурного наследия
313212,Приобретение активов культурного наследия
31321210,Приобретение активов культурного наследия
3133,Ювелирные изделия
31331,Ювелирные изделия
313311,Продажа  ювелирных изделий
31331110,Продажа  ювелирных изделий
313312,Приобретение  ювелирных изделий
31331210,Приобретение ювелирных изделий
314,Земля и другие непроизведенные активы
3141,Земля
31411,Сельскохозяйственные земли
314111,Продажа сельскохозяйственных земель
31411110,Продажа сельскохозяйственных земель
314112,Приобретение сельскохозяйственных земель
31411210,Приобретение сельскохозяйственных земель
31412,Несельскохозяйственные земли
314121,Продажа несельскохозяйственных земель
31412110,Продажа несельскохозяйственных земель
314122,Приобретение несельскохозяйственных земель
31412210,Приобретение земли под жилые здания и сооружения
31412220,Приобретение земли для производственных целей
31412290,Приобретение земли для прочих целей
32,Финансовые активы
321,Внутренние финансовые активы
3213,"Ценные бумаги, кроме акций"
32131,"Краткосрочные ценные бумаги, кроме акций"
321311,"Продажа краткосрочных ценных бумаг, кроме акций"
32131110,"Продажа краткосрочных ценных бумаг, кроме акций"
321312,"Приобретение краткосрочных ценных бумаг, кроме акций"
32131210,"Приобретение краткосрочных ценных бумаг, кроме акций"
32132,"Долгосрочные ценные бумаги, кроме акций"
321321,"Продажа долгосрочных ценных бумаг, кроме акций"
32132110,"Продажа долгосрочных ценных бумаг, кроме акций"
321322,"Приобретение долгосрочных ценных бумаг, кроме акций"
32132210,"Приобретение долгосрочных ценных бумаг, кроме акций"
3214,"Кредиты, ссуды и займы"
32141,Ссуды другим уровням государственного управления
321411,Погашение ссуды другими уровнями государственного управления
32141110,Погашение бюджетных ссуд местными органами управления
32141190,Погашение бюджетных ссуд прочими уровнями госуправления
321412,Выпуск ссуды другим уровням государственного управления
32141210,Выпуск бюджетной ссуды местным органам управления
32141290,Выпуск бюджетной ссуды прочим уровням госуправления
32142,"Ссуды предприятиям, финансовым учреждениям и населению"
321421,"Погашение ссуды предприятиями, финансовыми учреждениями и населением"
32142110,Погашение ссуды предприятиями и организациями 
32142120,Погашение ссуды финансовыми учреждениями
32142130,Погашение ссуды населению
321422,"Выпуск ссуды предприятиям, финансовым учреждениям и населению"
32142210,Выпуск ссуды предприятиям и организациям
32142220,Выпуск ссуды финансовым учреждениям
32142230,Выпуск ссуды населению
3215,Акции и другие формы участия в капитале
32151,Акции и другие формы участия в капитале
321511,Продажа акций и других форм участия в капитале
32151110,Продажа акций 
32151190,Продажа других форм участия в капитале
321512,Приобретение акций и других форм участия в капитале
32151210,Приобретение акций 
32151290,Приобретение других форм участия в капитале
3217,Прочая внутренняя дебиторская задолженность
32171,Прочая внутренняя дебиторская задолженность
321711,Погашение прочей внутренней дебиторской задолженности 
32171110,Погашение прочей внутренней дебиторской задолженности 
321712,Признание прочей внутренней дебиторской задолженности
32171210,Признание прочей внутренней дебиторской задолженности
322,Внешние финансовые активы
3223,"Ценные бумаги, кроме акций"
32231,"Краткосрочные ценные бумаги, кроме акций"
322311,"Продажа краткосрочных ценных бумаг, кроме акций"
32231110,"Продажа краткосрочных ценных бумаг, кроме акций"
322312,"Приобретение краткосрочных ценных бумаг, кроме акций"
32231210,"Приобретение краткосрочных ценных бумаг, кроме акций"
32232,"Долгосрочные ценные бумаги, кроме акций"
322321,"Продажа долгосрочных ценных бумаг, кроме акций"
32232110,"Продажа долгосрочных ценных бумаг, кроме акций"
322322,"Приобретение долгосрочных ценных бумаг, кроме акций"
32232210,"Приобретение долгосрочных ценных бумаг, кроме акций"
3224,Кредиты и займы
32241,Кредиты правительствам других государств
322411,Погашение кредита правительствами других государств
32241110,Погашение кредита правительствами других государств
322412,Выпуск кредита правительствам других государств
32241210,Выпуск кредита правительствам других государств
3225,Акции и другие формы участия в капитале
32251,Акции и другие формы участия в капитале
322511,Продажа акций и других форм участия в капитале
32251110,Продажа акций
32251190,Продажа других форм участия в капитале
322512,Приобретение акций и других форм участия в капитале
32251210,Приобретение акций
32251290,Приобретение других форм участия в капитале
3227,Прочая внешняя дебиторская задолженность
32271,Прочая внешняя дебиторская задолженность
322711,Погашение прочей внешней дебиторской задолженности 
32271110,Погашение прочей внешней дебиторской задолженности 
322712,Признание прочей внешней дебиторской задолженности 
32271210,Признание прочей внешней дебиторской задолженности 
33,Обязательства
331,Внутренние обязательства
3313,"Государственные ценные бумаги, кроме акций"
33131,"Государственные краткосрочные ценные бумаги, кроме акций"
331311,"Выпуск государственных краткосрочных ценных бумаг, кроме акций"
33131110,"Выпуск государственных краткосрочных ценных бумаг, кроме акций"
33131190,"Выпуск прочих государственных краткосрочных ценных бумаг, кроме акций"
331312,"Погашение государственных краткосрочных ценных бумаг, кроме акций"
33131210,"Погашение государственных краткосрочных ценных бумаг, кроме акций"
33131290,"Погашение прочих государственных краткосрочных ценных бумаг, кроме акций"
33132,"Государственные долгосрочные ценные бумаги, кроме акций"
331321,"Выпуск государственных долгосрочных ценных бумаг, кроме акций"
33132110,"Выпуск государственных долгосрочных ценных бумаг, кроме акций"
33132190,"Выпуск прочих государственных долгосрочных ценных бумаг, кроме акций"
331322,"Погашение  государственных долгосрочных ценных бумаг, кроме акций"
33132210,"Погашение  государственных долгосрочных ценных бумаг, кроме акций"
33132290,"Погашение прочих  государственных долгосрочных ценных бумаг, кроме акций"
3314,Внутренние заимствования
33141,Заимствования от других единиц государственного управления
331411,Получение заимствований от других единиц государственного управления
33141110,Получение заимствований от других единиц государственного управления
33141190,Получение заимствований от других уровней местного бюджета
331412,Погашение заимствований другим единицам государственного управления
33141210,Погашение заимствований другим единицам государственного управления
33141290,Погашение заимствований другими уровнями местного бюджета
33142,"Заимствования от предприятий, организаций, финансовых учреждений"
331421,"Получение заимствований от предприятий, организаций, финансовых учреждений"
33142110,"Получение заимствований от предприятий, организаций, финансовых учреждений"
331422,"Погашение заимствований предприятиям, организациям, финансовым учреждениям"
33142210,"Погашение заимствований предприятиям, организациям, финансовым учреждениям"
3317,Прочая внутренняя кредиторская задолженность
33171,Прочая внутренняя кредиторская задолженность
331711,Прочая внутренняя кредиторская задолженность
33171110,Прочая внутренняя кредиторская задолженность
331712,Погашение прочей внутренней кредиторской задолженности
33171210,Погашение прочей внутренней кредиторской задолженности
332,Внешние обязательства
3324,Внешние заимствования
33241,Двусторонние долговые соглашения
332411,Получение заимствований по двусторонним долговым соглашениям
33241110,Получение заимствований по двусторонним долговым соглашениям
332412,Погашение обязательств по двусторонним долговым соглашениям
33241210,Погашение обязательств по двусторонним долговым соглашениям
33242,Многосторонние долговые соглашения
332421,Получение заимствований по многосторонним долговым соглашениям
33242110,Получение заимствований по многосторонним долговым соглашениям
332422,Погашение обязательств по мносторонним долговым соглашениям
33242210,Погашение обязательств по мносторонним долговым соглашениям
33243,Иностранные финансовые институты
332431,Получение заимствований от иностранных финансовых институтов
33243110,Получение заимствований от иностранных финансовых институтов
332432,Погашение обязательств перед иностранными финансовыми институтами
33243210,Погашение обязательств перед иностранными финансовыми институтами
33249,Прочий внешний долг
332491,Получение прочих внешних заимствований 
33249110,Получение прочих внешних заимствований 
332492,Погашение прочих внешних заимстоваваний
33249210,Погашение прочих внешних заимстовований
